id,organism,trait,measurement,unit,source
5808457,Chloris castilloniana,seed dry mass,0.2,mg,https://www.try-db.org/TryWeb/dp.php
5808553,Chloris pilosa,seed dry mass,0.28,mg,https://www.try-db.org/TryWeb/dp.php
5808524,Chloris lobata,seed dry mass,0.18,mg,https://www.try-db.org/TryWeb/dp.php
5808432,Chloris rufescens,seed dry mass,0.26,mg,https://www.try-db.org/TryWeb/dp.php
49910380,Chloris nutans,seed dry mass,0.89,mg,https://www.try-db.org/TryWeb/dp.php
1114823,Bouteloua americana,seed dry mass,0.61,mg,https://www.try-db.org/TryWeb/dp.php
1114814,Bouteloua curtipendula,seed dry mass,0.92,mg,https://www.try-db.org/TryWeb/dp.php
1114813,Bouteloua chondrosioides,seed dry mass,1.4,mg,https://www.try-db.org/TryWeb/dp.php
1114809,Bouteloua rigidiseta,seed dry mass,0.7,mg,https://www.try-db.org/TryWeb/dp.php
1114810,Bouteloua warnockii,seed dry mass,0.8,mg,https://www.try-db.org/TryWeb/dp.php
1114811,Bouteloua aristidoides,seed dry mass,0.42,mg,https://www.try-db.org/TryWeb/dp.php
52513961,Bouteloua barbata,seed dry mass,0.12,mg,https://www.try-db.org/TryWeb/dp.php
52513961,Bouteloua barbata,seed dry mass,0.18,mg,https://www.try-db.org/TryWeb/dp.php
52513963,Bouteloua eriopoda,seed dry mass,0.34,mg,https://www.try-db.org/TryWeb/dp.php
52513965,Bouteloua hirsuta,seed dry mass,0.74,mg,https://www.try-db.org/TryWeb/dp.php
52513965,Bouteloua hirsuta,seed dry mass,0.49,mg,https://www.try-db.org/TryWeb/dp.php
52513966,Bouteloua gracilis,seed dry mass,0.39,mg,https://www.try-db.org/TryWeb/dp.php
50582564,Bouteloua erecta,seed dry mass,1.8,mg,https://www.try-db.org/TryWeb/dp.php
52189229,Bouteloua dactyloides,seed dry mass,8.4,mg,https://www.try-db.org/TryWeb/dp.php
52513978,Bouteloua simplex,seed dry mass,0.37,mg,https://www.try-db.org/TryWeb/dp.php
52513981,Bouteloua trifida,seed dry mass,0.2,mg,https://www.try-db.org/TryWeb/dp.php
52513983,Bouteloua diversispicula,seed dry mass,0.36,mg,https://www.try-db.org/TryWeb/dp.php
1114853,Coix lacryma-jobi,seed dry mass,100,mg,https://www.try-db.org/TryWeb/dp.php
1114779,Astrebla lappacea,seed dry mass,1.5,mg,https://www.try-db.org/TryWeb/dp.php
1114780,Astrebla pectinata,seed dry mass,1.9,mg,https://www.try-db.org/TryWeb/dp.php
1114778,Astrebla elymoides,seed dry mass,6.5,mg,https://www.try-db.org/TryWeb/dp.php
1114802,Bothriochloa insculpta,seed dry mass,0.32,mg,https://www.try-db.org/TryWeb/dp.php
1114803,Bothriochloa ischaemum,seed dry mass,0.23,mg,https://www.try-db.org/TryWeb/dp.php
1114803,Bothriochloa ischaemum,seed dry mass,0.46,mg,https://www.try-db.org/TryWeb/dp.php
1114803,Bothriochloa ischaemum,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
1114796,Bothriochloa pertusa,seed dry mass,0.89,mg,https://www.try-db.org/TryWeb/dp.php
1114796,Bothriochloa pertusa,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
1114798,Bothriochloa macra,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
1114799,Bothriochloa barbinodis,seed dry mass,0.86,mg,https://www.try-db.org/TryWeb/dp.php
1115285,Bothriochloa laguroides,seed dry mass,0.53,mg,https://www.try-db.org/TryWeb/dp.php
1115283,Bothriochloa decipiens,seed dry mass,0.74,mg,https://www.try-db.org/TryWeb/dp.php
1114800,Bothriochloa bladhii,seed dry mass,0.53,mg,https://www.try-db.org/TryWeb/dp.php
1114800,Bothriochloa bladhii,seed dry mass,0.6,mg,https://www.try-db.org/TryWeb/dp.php
1114804,Bothriochloa saccharoides,seed dry mass,2.1,mg,https://www.try-db.org/TryWeb/dp.php
5796871,Bothriochloa ewartiana,seed dry mass,0.5,mg,https://www.try-db.org/TryWeb/dp.php
1114744,Scolochloa festucacea,seed dry mass,1.8,mg,https://www.try-db.org/TryWeb/dp.php
1114743,Phalaris lemmonii,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
1114734,Phalaris minor,seed dry mass,1.3,mg,https://www.try-db.org/TryWeb/dp.php
1114735,Phalaris paradoxa,seed dry mass,2,mg,https://www.try-db.org/TryWeb/dp.php
1114736,Phalaris brachystachys,seed dry mass,2.2,mg,https://www.try-db.org/TryWeb/dp.php
1114737,Phalaris angusta,seed dry mass,0.62,mg,https://www.try-db.org/TryWeb/dp.php
1114738,Phalaris aquatica,seed dry mass,1.4,mg,https://www.try-db.org/TryWeb/dp.php
1114738,Phalaris aquatica,seed dry mass,1.3,mg,https://www.try-db.org/TryWeb/dp.php
1114741,Phalaris coerulescens,seed dry mass,15,mg,https://www.try-db.org/TryWeb/dp.php
1114732,Phalaris arundinacea,seed dry mass,0.6,mg,https://www.try-db.org/TryWeb/dp.php
1114733,Phalaris canariensis,seed dry mass,4.5,mg,https://www.try-db.org/TryWeb/dp.php
1114934,Elionurus barbiculmis,seed dry mass,2.1,mg,https://www.try-db.org/TryWeb/dp.php
5796737,Elionurus ciliaris,seed dry mass,0.47,mg,https://www.try-db.org/TryWeb/dp.php
5832275,Elionurus elegans,seed dry mass,1.3,mg,https://www.try-db.org/TryWeb/dp.php
5832276,Elionurus euchaetus,seed dry mass,3.4,mg,https://www.try-db.org/TryWeb/dp.php
1114939,Eremochloa ophiuroides,seed dry mass,0.94,mg,https://www.try-db.org/TryWeb/dp.php
1115396,Eremopyrum orientale,seed dry mass,2.3,mg,https://www.try-db.org/TryWeb/dp.php
1115395,Eremopyrum bonaepartis,seed dry mass,4.2,mg,https://www.try-db.org/TryWeb/dp.php
1114921,Dichelachne micrantha,seed dry mass,0.26,mg,https://www.try-db.org/TryWeb/dp.php
1115633,Dichelachne crinita,seed dry mass,0.39,mg,https://www.try-db.org/TryWeb/dp.php
5800880,Dichelachne rara,seed dry mass,0.74,mg,https://www.try-db.org/TryWeb/dp.php
5838144,Dichelachne inaequiglumis,seed dry mass,0.48,mg,https://www.try-db.org/TryWeb/dp.php
5822755,Ehrharta thunbergii,seed dry mass,3.4,mg,https://www.try-db.org/TryWeb/dp.php
1115819,Ehrharta longiflora,seed dry mass,0.74,mg,https://www.try-db.org/TryWeb/dp.php
1114923,Ehrharta calycina,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
1115351,Ehrharta stipoides,seed dry mass,5,mg,https://www.try-db.org/TryWeb/dp.php
1115351,Ehrharta stipoides,seed dry mass,6,mg,https://www.try-db.org/TryWeb/dp.php
5825280,Ehrharta juncea,seed dry mass,3.8,mg,https://www.try-db.org/TryWeb/dp.php
5836920,Eleusine kigeziensis,seed dry mass,0.7,mg,https://www.try-db.org/TryWeb/dp.php
1114925,Eleusine coracana,seed dry mass,2.3,mg,https://www.try-db.org/TryWeb/dp.php
1114926,Eleusine indica,seed dry mass,0.37,mg,https://www.try-db.org/TryWeb/dp.php
1114927,Eleusine tristachya,seed dry mass,0.63,mg,https://www.try-db.org/TryWeb/dp.php
5831444,Dactyloctenium giganteum,seed dry mass,0.37,mg,https://www.try-db.org/TryWeb/dp.php
2884960,Dactyloctenium aristatum,seed dry mass,0.19,mg,https://www.try-db.org/TryWeb/dp.php
2884961,Dactyloctenium scindicum,seed dry mass,0.29,mg,https://www.try-db.org/TryWeb/dp.php
1115734,Dactyloctenium radulans,seed dry mass,0.38,mg,https://www.try-db.org/TryWeb/dp.php
1115630,Dactyloctenium geminatum,seed dry mass,0.3,mg,https://www.try-db.org/TryWeb/dp.php
1115630,Dactyloctenium geminatum,seed dry mass,0.18,mg,https://www.try-db.org/TryWeb/dp.php
1114879,Dactyloctenium aegyptium,seed dry mass,0.27,mg,https://www.try-db.org/TryWeb/dp.php
52189486,Diarrhena obovata,seed dry mass,8.7,mg,https://www.try-db.org/TryWeb/dp.php
5825892,Dichanthium setosum,seed dry mass,0.66,mg,https://www.try-db.org/TryWeb/dp.php
1114919,Dichanthium aristatum,seed dry mass,0.32,mg,https://www.try-db.org/TryWeb/dp.php
1114920,Dichanthium sericeum,seed dry mass,0.95,mg,https://www.try-db.org/TryWeb/dp.php
1114918,Dichanthium annulatum,seed dry mass,0.37,mg,https://www.try-db.org/TryWeb/dp.php
5831923,Ctenium concinnum,seed dry mass,0.41,mg,https://www.try-db.org/TryWeb/dp.php
5831934,Ctenium newtonii,seed dry mass,0.44,mg,https://www.try-db.org/TryWeb/dp.php
5808485,Ctenium elegans,seed dry mass,0.21,mg,https://www.try-db.org/TryWeb/dp.php
1114864,Cutandia memphitica,seed dry mass,1,mg,https://www.try-db.org/TryWeb/dp.php
1114865,Cymbopogon schoenanthus,seed dry mass,1.6,mg,https://www.try-db.org/TryWeb/dp.php
1114867,Cymbopogon refractus,seed dry mass,0.78,mg,https://www.try-db.org/TryWeb/dp.php
2896370,Cymbopogon caesius,seed dry mass,1.7,mg,https://www.try-db.org/TryWeb/dp.php
3120411,Cymbopogon obtectus,seed dry mass,1.7,mg,https://www.try-db.org/TryWeb/dp.php
5796872,Cymbopogon procerus,seed dry mass,0.36,mg,https://www.try-db.org/TryWeb/dp.php
5796951,Cymbopogon giganteus,seed dry mass,0.99,mg,https://www.try-db.org/TryWeb/dp.php
5796675,Cymbopogon bombycinus,seed dry mass,2.5,mg,https://www.try-db.org/TryWeb/dp.php
5831719,Cymbopogon ambiguus,seed dry mass,1.3,mg,https://www.try-db.org/TryWeb/dp.php
5831486,Cynosurus coloratus,seed dry mass,0.93,mg,https://www.try-db.org/TryWeb/dp.php
5831482,Cynosurus elegans,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
1114876,Cynosurus echinatus,seed dry mass,1.5,mg,https://www.try-db.org/TryWeb/dp.php
1114875,Cynosurus cristatus,seed dry mass,0.49,mg,https://www.try-db.org/TryWeb/dp.php
49030289,Anthoxanthum nipponicum,seed dry mass,0.36,mg,https://www.try-db.org/TryWeb/dp.php
47386790,Anthoxanthum occidentale,seed dry mass,0.47,mg,https://www.try-db.org/TryWeb/dp.php
50582973,Anthoxanthum australe,seed dry mass,0.66,mg,https://www.try-db.org/TryWeb/dp.php
49909947,Anthoxanthum monticola,seed dry mass,0.76,mg,https://www.try-db.org/TryWeb/dp.php
52513654,Anthoxanthum redolens,seed dry mass,0.45,mg,https://www.try-db.org/TryWeb/dp.php
1114146,Anthoxanthum aristatum,seed dry mass,0.3,mg,https://www.try-db.org/TryWeb/dp.php
1114147,Anthoxanthum odoratum,seed dry mass,0.5,mg,https://www.try-db.org/TryWeb/dp.php
48433781,Anthoxanthum nitens,seed dry mass,0.84,mg,https://www.try-db.org/TryWeb/dp.php
1114150,Aristida adscensionis,seed dry mass,0.9,mg,https://www.try-db.org/TryWeb/dp.php
1114154,Aristida oligantha,seed dry mass,2.8,mg,https://www.try-db.org/TryWeb/dp.php
1114157,Aristida arizonica,seed dry mass,2.8,mg,https://www.try-db.org/TryWeb/dp.php
1114755,Aristida divaricata,seed dry mass,1.3,mg,https://www.try-db.org/TryWeb/dp.php
1114767,Aristida ternipes,seed dry mass,1.7,mg,https://www.try-db.org/TryWeb/dp.php
1114766,Aristida stricta,seed dry mass,0.69,mg,https://www.try-db.org/TryWeb/dp.php
1114763,Aristida purpurea,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
1114762,Aristida purpurascens,seed dry mass,0.63,mg,https://www.try-db.org/TryWeb/dp.php
1293888,Aristida longiseta,seed dry mass,2,mg,https://www.try-db.org/TryWeb/dp.php
2884941,Aristida mutabilis,seed dry mass,0.36,mg,https://www.try-db.org/TryWeb/dp.php
5798495,Aristida anthoxanthoides,seed dry mass,0.72,mg,https://www.try-db.org/TryWeb/dp.php
5798490,Aristida adoensis,seed dry mass,1.4,mg,https://www.try-db.org/TryWeb/dp.php
5798620,Aristida achalensis,seed dry mass,1,mg,https://www.try-db.org/TryWeb/dp.php
5798633,Aristida congesta,seed dry mass,0.3,mg,https://www.try-db.org/TryWeb/dp.php
5798656,Aristida setifolia,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
5798661,Aristida arida,seed dry mass,4,mg,https://www.try-db.org/TryWeb/dp.php
5798658,Aristida contorta,seed dry mass,1.5,mg,https://www.try-db.org/TryWeb/dp.php
5798664,Aristida calycina,seed dry mass,1.7,mg,https://www.try-db.org/TryWeb/dp.php
5798662,Aristida sieberiana,seed dry mass,2.4,mg,https://www.try-db.org/TryWeb/dp.php
5798668,Aristida ramosa,seed dry mass,1,mg,https://www.try-db.org/TryWeb/dp.php
5799135,Aristida pruinosa,seed dry mass,1.8,mg,https://www.try-db.org/TryWeb/dp.php
5799067,Aristida obscura,seed dry mass,1.4,mg,https://www.try-db.org/TryWeb/dp.php
5799103,Aristida parvula,seed dry mass,0.53,mg,https://www.try-db.org/TryWeb/dp.php
5799114,Aristida personata,seed dry mass,1.7,mg,https://www.try-db.org/TryWeb/dp.php
5799029,Aristida meridionalis,seed dry mass,0.9,mg,https://www.try-db.org/TryWeb/dp.php
5799063,Aristida nitidula,seed dry mass,1.9,mg,https://www.try-db.org/TryWeb/dp.php
5798965,Aristida latifolia,seed dry mass,0.79,mg,https://www.try-db.org/TryWeb/dp.php
5798985,Aristida lignosa,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
5799350,Aristida wildii,seed dry mass,1.3,mg,https://www.try-db.org/TryWeb/dp.php
5799258,Aristida strigosa,seed dry mass,2.5,mg,https://www.try-db.org/TryWeb/dp.php
5799251,Aristida stipitata,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
5798793,Aristida queenslandica,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
5798781,Aristida hordeacea,seed dry mass,1.9,mg,https://www.try-db.org/TryWeb/dp.php
5798729,Aristida capillifolia,seed dry mass,0.98,mg,https://www.try-db.org/TryWeb/dp.php
5798730,Aristida caput-medusae,seed dry mass,0.68,mg,https://www.try-db.org/TryWeb/dp.php
5798679,Aristida behriana,seed dry mass,1.7,mg,https://www.try-db.org/TryWeb/dp.php
5798681,Aristida benthamii,seed dry mass,0.43,mg,https://www.try-db.org/TryWeb/dp.php
5798687,Aristida biglandulosa,seed dry mass,4.8,mg,https://www.try-db.org/TryWeb/dp.php
5798949,Aristida kenyensis,seed dry mass,0.44,mg,https://www.try-db.org/TryWeb/dp.php
5798928,Aristida jerichoensis,seed dry mass,0.53,mg,https://www.try-db.org/TryWeb/dp.php
5798925,Aristida inaequiglumis,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
5798917,Aristida hygrometrica,seed dry mass,7.9,mg,https://www.try-db.org/TryWeb/dp.php
5798906,Aristida holathera,seed dry mass,11,mg,https://www.try-db.org/TryWeb/dp.php
5798899,Aristida superpendens,seed dry mass,7.2,mg,https://www.try-db.org/TryWeb/dp.php
5798869,Aristida glaziovii,seed dry mass,1.1,mg,https://www.try-db.org/TryWeb/dp.php
52189295,Aristida longespica,seed dry mass,0.32,mg,https://www.try-db.org/TryWeb/dp.php
1114210,Arctagrostis latifolia,seed dry mass,0.27,mg,https://www.try-db.org/TryWeb/dp.php
1114777,Arundo donax,seed dry mass,0.1,mg,https://www.try-db.org/TryWeb/dp.php
47160756,Arrhenatherum elatius,seed dry mass,2.6,mg,https://www.try-db.org/TryWeb/dp.php
5830561,Arrhenatherum palaestinum,seed dry mass,5.8,mg,https://www.try-db.org/TryWeb/dp.php
2896211,Arthraxon lanceolatus,seed dry mass,0.06,mg,https://www.try-db.org/TryWeb/dp.php
2884714,Arthraxon junnarensis,seed dry mass,0.04,mg,https://www.try-db.org/TryWeb/dp.php
1114774,Arthraxon hispidus,seed dry mass,0.11,mg,https://www.try-db.org/TryWeb/dp.php
108016,Aegilops,seed dry mass,7.4,mg,https://www.try-db.org/TryWeb/dp.php
5797944,Aegilops juvenalis,seed dry mass,19,mg,https://www.try-db.org/TryWeb/dp.php
5797937,Aegilops kotschyi,seed dry mass,12,mg,https://www.try-db.org/TryWeb/dp.php
1115620,Aegilops comosa,seed dry mass,6.6,mg,https://www.try-db.org/TryWeb/dp.php
1115621,Aegilops longissima,seed dry mass,8.1,mg,https://www.try-db.org/TryWeb/dp.php
1115624,Aegilops speltoides,seed dry mass,6.5,mg,https://www.try-db.org/TryWeb/dp.php
1115623,Aegilops searsii,seed dry mass,6.9,mg,https://www.try-db.org/TryWeb/dp.php
1115626,Aegilops ventricosa,seed dry mass,25,mg,https://www.try-db.org/TryWeb/dp.php
1115625,Aegilops umbellulata,seed dry mass,12,mg,https://www.try-db.org/TryWeb/dp.php
1115566,Aegilops mutica,seed dry mass,3.2,mg,https://www.try-db.org/TryWeb/dp.php
1115236,Aegilops tauschii,seed dry mass,11,mg,https://www.try-db.org/TryWeb/dp.php
1114003,Aegilops crassa,seed dry mass,17,mg,https://www.try-db.org/TryWeb/dp.php
1114004,Aegilops cylindrica,seed dry mass,18,mg,https://www.try-db.org/TryWeb/dp.php
1114006,Aegilops geniculata,seed dry mass,14,mg,https://www.try-db.org/TryWeb/dp.php
1114007,Aegilops triuncialis,seed dry mass,10,mg,https://www.try-db.org/TryWeb/dp.php
5797984,Aegilops peregrina,seed dry mass,16,mg,https://www.try-db.org/TryWeb/dp.php
5797911,Aegilops neglecta,seed dry mass,20,mg,https://www.try-db.org/TryWeb/dp.php
5797921,Aegilops caudata,seed dry mass,6.5,mg,https://www.try-db.org/TryWeb/dp.php
5797923,Aegilops columnaris,seed dry mass,15,mg,https://www.try-db.org/TryWeb/dp.php
5798017,Aegilops vavilovii,seed dry mass,21,mg,https://www.try-db.org/TryWeb/dp.php
49910585,Aegilops uniaristata,seed dry mass,9.1,mg,https://www.try-db.org/TryWeb/dp.php
48675146,Aegilops biuncialis,seed dry mass,14,mg,https://www.try-db.org/TryWeb/dp.php
1114009,Alloteropsis cimicina,seed dry mass,0.62,mg,https://www.try-db.org/TryWeb/dp.php
2896180,Alloteropsis semialata,seed dry mass,1.9,mg,https://www.try-db.org/TryWeb/dp.php
1114187,Alopecurus aequalis,seed dry mass,0.2,mg,https://www.try-db.org/TryWeb/dp.php
1114188,Alopecurus geniculatus,seed dry mass,0.31,mg,https://www.try-db.org/TryWeb/dp.php
1114190,Alopecurus arundinaceus,seed dry mass,0.45,mg,https://www.try-db.org/TryWeb/dp.php
1114191,Alopecurus carolinianus,seed dry mass,0.81,mg,https://www.try-db.org/TryWeb/dp.php
1114194,Alopecurus saccatus,seed dry mass,0.36,mg,https://www.try-db.org/TryWeb/dp.php
1114193,Alopecurus myosuroides,seed dry mass,1.9,mg,https://www.try-db.org/TryWeb/dp.php
5798208,Alopecurus vaginatus,seed dry mass,0.33,mg,https://www.try-db.org/TryWeb/dp.php
5798221,Alopecurus apiatus,seed dry mass,1.5,mg,https://www.try-db.org/TryWeb/dp.php
5798243,Alopecurus bulbosus,seed dry mass,0.46,mg,https://www.try-db.org/TryWeb/dp.php
5798302,Alopecurus textilis,seed dry mass,1.7,mg,https://www.try-db.org/TryWeb/dp.php
5798382,Alopecurus utriculatus,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
47160959,Alopecurus pratensis,seed dry mass,0.76,mg,https://www.try-db.org/TryWeb/dp.php
1114204,Andropogon gerardii,seed dry mass,1.9,mg,https://www.try-db.org/TryWeb/dp.php
52513843,Andropogon gerardii gerardii,seed dry mass,1.4,mg,https://www.try-db.org/TryWeb/dp.php
1114199,Andropogon glomeratus,seed dry mass,0.9,mg,https://www.try-db.org/TryWeb/dp.php
1114201,Andropogon virginicus,seed dry mass,0.34,mg,https://www.try-db.org/TryWeb/dp.php
1114200,Andropogon ternarius,seed dry mass,1.8,mg,https://www.try-db.org/TryWeb/dp.php
1114002,Andropogon hallii,seed dry mass,3.7,mg,https://www.try-db.org/TryWeb/dp.php
5797593,Andropogon tectorum,seed dry mass,1.7,mg,https://www.try-db.org/TryWeb/dp.php
5796827,Andropogon distachyos,seed dry mass,0.86,mg,https://www.try-db.org/TryWeb/dp.php
5797396,Andropogon pseudapricus,seed dry mass,1.8,mg,https://www.try-db.org/TryWeb/dp.php
1114053,Chasmanthium laxum,seed dry mass,5.3,mg,https://www.try-db.org/TryWeb/dp.php
1114053,Chasmanthium laxum,seed dry mass,2.6,mg,https://www.try-db.org/TryWeb/dp.php
1114052,Chasmanthium latifolium,seed dry mass,5.1,mg,https://www.try-db.org/TryWeb/dp.php
1114063,Nardus stricta,seed dry mass,0.35,mg,https://www.try-db.org/TryWeb/dp.php
1114062,Muhlenbergia wrightii,seed dry mass,0.2,mg,https://www.try-db.org/TryWeb/dp.php
1114056,Muhlenbergia sylvatica,seed dry mass,0.6,mg,https://www.try-db.org/TryWeb/dp.php
1114060,Muhlenbergia uniflora,seed dry mass,0.6,mg,https://www.try-db.org/TryWeb/dp.php
1115042,Muhlenbergia andina,seed dry mass,0.18,mg,https://www.try-db.org/TryWeb/dp.php
1115084,Muhlenbergia porteri,seed dry mass,0.22,mg,https://www.try-db.org/TryWeb/dp.php
1115085,Muhlenbergia pungens,seed dry mass,0.5,mg,https://www.try-db.org/TryWeb/dp.php
1115083,Muhlenbergia polycaulis,seed dry mass,0.19,mg,https://www.try-db.org/TryWeb/dp.php
1115078,Muhlenbergia minutissima,seed dry mass,0.096,mg,https://www.try-db.org/TryWeb/dp.php
1115079,Muhlenbergia montana,seed dry mass,0.26,mg,https://www.try-db.org/TryWeb/dp.php
1115090,Muhlenbergia schreberi,seed dry mass,0.6,mg,https://www.try-db.org/TryWeb/dp.php
1115091,Muhlenbergia setifolia,seed dry mass,0.44,mg,https://www.try-db.org/TryWeb/dp.php
1115089,Muhlenbergia richardsonis,seed dry mass,0.3,mg,https://www.try-db.org/TryWeb/dp.php
1115086,Muhlenbergia racemosa,seed dry mass,0.28,mg,https://www.try-db.org/TryWeb/dp.php
1115087,Muhlenbergia repens,seed dry mass,0.32,mg,https://www.try-db.org/TryWeb/dp.php
1115066,Muhlenbergia filiformis,seed dry mass,0.083,mg,https://www.try-db.org/TryWeb/dp.php
1115068,Muhlenbergia frondosa,seed dry mass,0.19,mg,https://www.try-db.org/TryWeb/dp.php
1115063,Muhlenbergia dumosa,seed dry mass,0.08,mg,https://www.try-db.org/TryWeb/dp.php
1115077,Muhlenbergia mexicana,seed dry mass,0.34,mg,https://www.try-db.org/TryWeb/dp.php
1115077,Muhlenbergia mexicana,seed dry mass,0.16,mg,https://www.try-db.org/TryWeb/dp.php
1115071,Muhlenbergia glomerata,seed dry mass,0.25,mg,https://www.try-db.org/TryWeb/dp.php
1115045,Muhlenbergia emersleyi,seed dry mass,0.26,mg,https://www.try-db.org/TryWeb/dp.php
1115046,Muhlenbergia microsperma,seed dry mass,0.17,mg,https://www.try-db.org/TryWeb/dp.php
1115047,Muhlenbergia rigida,seed dry mass,0.33,mg,https://www.try-db.org/TryWeb/dp.php
1115058,Muhlenbergia capillaris,seed dry mass,0.32,mg,https://www.try-db.org/TryWeb/dp.php
1115060,Muhlenbergia cuspidata,seed dry mass,0.29,mg,https://www.try-db.org/TryWeb/dp.php
1115053,Muhlenbergia arizonica,seed dry mass,0.15,mg,https://www.try-db.org/TryWeb/dp.php
1115055,Muhlenbergia asperifolia,seed dry mass,0.16,mg,https://www.try-db.org/TryWeb/dp.php
1115465,Muhlenbergia torreyi,seed dry mass,0.19,mg,https://www.try-db.org/TryWeb/dp.php
1115463,Muhlenbergia sinuosa,seed dry mass,0.08,mg,https://www.try-db.org/TryWeb/dp.php
1115462,Muhlenbergia rigens,seed dry mass,0.22,mg,https://www.try-db.org/TryWeb/dp.php
1115639,Muhlenbergia peruviana,seed dry mass,0.14,mg,https://www.try-db.org/TryWeb/dp.php
1115640,Muhlenbergia ramulosa,seed dry mass,0.099,mg,https://www.try-db.org/TryWeb/dp.php
2896776,Muhlenbergia japonica,seed dry mass,0.22,mg,https://www.try-db.org/TryWeb/dp.php
5800773,Muhlenbergia ligularis,seed dry mass,0.1,mg,https://www.try-db.org/TryWeb/dp.php
5800844,Muhlenbergia robusta,seed dry mass,0.1,mg,https://www.try-db.org/TryWeb/dp.php
49299150,Muhlenbergia paniculata,seed dry mass,0.32,mg,https://www.try-db.org/TryWeb/dp.php
49910180,Muhlenbergia tricholepis,seed dry mass,0.24,mg,https://www.try-db.org/TryWeb/dp.php
1115643,Nassella leucotricha,seed dry mass,7.1,mg,https://www.try-db.org/TryWeb/dp.php
1115642,Nassella lepida,seed dry mass,7.5,mg,https://www.try-db.org/TryWeb/dp.php
1115642,Nassella lepida,seed dry mass,1.5,mg,https://www.try-db.org/TryWeb/dp.php
1115645,Nassella pulchra,seed dry mass,7.3,mg,https://www.try-db.org/TryWeb/dp.php
1115645,Nassella pulchra,seed dry mass,3.9,mg,https://www.try-db.org/TryWeb/dp.php
1115644,Nassella neesiana,seed dry mass,7.1,mg,https://www.try-db.org/TryWeb/dp.php
1115647,Nassella viridula,seed dry mass,2.3,mg,https://www.try-db.org/TryWeb/dp.php
1115647,Nassella viridula,seed dry mass,3.2,mg,https://www.try-db.org/TryWeb/dp.php
1115646,Nassella tenuissima,seed dry mass,0.55,mg,https://www.try-db.org/TryWeb/dp.php
1115641,Nassella cernua,seed dry mass,2.8,mg,https://www.try-db.org/TryWeb/dp.php
1115750,Nassella formicarum,seed dry mass,1.2,mg,https://www.try-db.org/TryWeb/dp.php
1115871,Nassella trichotoma,seed dry mass,0.32,mg,https://www.try-db.org/TryWeb/dp.php
5817173,Nassella longiglumis,seed dry mass,8.1,mg,https://www.try-db.org/TryWeb/dp.php
5817131,Nassella megapotamia,seed dry mass,2.4,mg,https://www.try-db.org/TryWeb/dp.php
5816812,Nassella filiculmis,seed dry mass,1.8,mg,https://www.try-db.org/TryWeb/dp.php
1115143,Saccharum spontaneum,seed dry mass,4.1,mg,https://www.try-db.org/TryWeb/dp.php
1115140,Saccharum officinarum,seed dry mass,0.4,mg,https://www.try-db.org/TryWeb/dp.php
1114040,Brachyelytrum erectum,seed dry mass,6.6,mg,https://www.try-db.org/TryWeb/dp.php
108031,Poa,seed dry mass,0.17,mg,https://www.try-db.org/TryWeb/dp.php
1114028,Poa nemoralis,seed dry mass,0.23,mg,https://www.try-db.org/TryWeb/dp.php
1114028,Poa nemoralis,seed dry mass,0.084,mg,https://www.try-db.org/TryWeb/dp.php
1114031,Poa palustris,seed dry mass,0.15,mg,https://www.try-db.org/TryWeb/dp.php
1114594,Poa annua,seed dry mass,0.25,mg,https://www.try-db.org/TryWeb/dp.php
1114587,Poa nervosa,seed dry mass,0.48,mg,https://www.try-db.org/TryWeb/dp.php
1114583,Poa pratensis,seed dry mass,0.27,mg,https://www.try-db.org/TryWeb/dp.php
1114581,Poa glauca,seed dry mass,0.31,mg,https://www.try-db.org/TryWeb/dp.php
1114579,Poa compressa,seed dry mass,0.21,mg,https://www.try-db.org/TryWeb/dp.php
1114577,Poa alpina,seed dry mass,0.34,mg,https://www.try-db.org/TryWeb/dp.php
1114578,Poa arctica,seed dry mass,2.1,mg,https://www.try-db.org/TryWeb/dp.php
1114608,Poa douglasii,seed dry mass,2.1,mg,https://www.try-db.org/TryWeb/dp.php
1114606,Poa cusickii,seed dry mass,0.54,mg,https://www.try-db.org/TryWeb/dp.php
1114600,Poa bolanderi,seed dry mass,0.26,mg,https://www.try-db.org/TryWeb/dp.php
1114601,Poa bulbosa,seed dry mass,0.34,mg,https://www.try-db.org/TryWeb/dp.php
1114595,Poa arachnifera,seed dry mass,0.4,mg,https://www.try-db.org/TryWeb/dp.php
1114598,Poa autumnalis,seed dry mass,0.57,mg,https://www.try-db.org/TryWeb/dp.php
